test_id	gene_id	gene	name	description	pseudo	locus	sample_1	sample_2	status	fpkm_KO	fpkm_WT	test_stat	p_value	q_value	significant	dist2Telo	subtelo.HP1
XLOC_001379	XLOC_001379	PF3D7_0630200	PSOP6	"secreted ookinete protein, putative"	No	Pf3D7_06_v3:1258879-1259939	KO	WT	OK	11.5343	24.3346	1.59316	0.0814	0.351121	no	159362	FALSE
XLOC_000956	XLOC_000956	PF3D7_0511700	CGI121	EKC/KEOPS complex subunit CGI121	No	Pf3D7_05_v3:519128-520078	KO	WT	OK	5.82154	12.282	1.73053	0.06025	0.297663	no	519129	FALSE
XLOC_003961	XLOC_003961	PF3D7_1230300	SPM2	"subpellicular microtubule protein 2, putative"	No	Pf3D7_12_v3:1249767-1250657	KO	WT	OK	8.62939	18.1574	2.60879	0.00585	0.0719198	no	1020837	FALSE
XLOC_001256	XLOC_001256	PF3D7_0605300	ARK1	serine/threonine protein kinase	No	Pf3D7_06_v3:222738-224287	KO	WT	OK	46.9336	98.0876	5.12369	5.00E-05	0.00198172	yes	222739	FALSE
XLOC_003841	XLOC_003841	PF3D7_1206100		"IMP-specific 5'-nucleotidase, putative"	No	Pf3D7_12_v3:272319-274742	KO	WT	OK	5.81266	12.1271	2.994	0.0024	0.0383928	yes	274742	FALSE
XLOC_001060	XLOC_001060	PF3D7_0533100	VAR1CSA	"erythrocyte membrane protein 1 (PfEMP1), pseudogene"	Yes	Pf3D7_05_v3:1333469-1342964	KO	WT	OK	4.97921	10.3876	5.2893	5.00E-05	0.00198172	yes	10087	TRUE
XLOC_004646	XLOC_004646	PF3D7_1339000		"probable protein, unknown function"	No	Pf3D7_13_v3:1572630-1573723	KO	WT	OK	13.6241	28.3276	2.43637	0.01085	0.106712	no	1351513	FALSE
XLOC_004164	XLOC_004164	PF3D7_1319800	Pfg17	"probable protein, unknown function"	No	Pf3D7_13_v3:820740-821178	KO	WT	OK	225.397	467.713	4.83895	5.00E-05	0.00198172	yes	820741	FALSE
XLOC_001383	XLOC_001383	PF3D7_0630800		"conserved Plasmodium protein, unknown function"	No	Pf3D7_06_v3:1288236-1290805	KO	WT	OK	2.15941	4.44605	1.89678	0.0374	0.229269	no	130005	FALSE
XLOC_002514	XLOC_002514	PF3D7_0915700		"conserved Plasmodium protein, unknown function"	No	Pf3D7_09_v3:661480-662326	KO	WT	OK	46.0418	94.4899	3.7178	0.00035	0.00994037	yes	662326	FALSE
XLOC_004809	XLOC_004809	PF3D7_1403000		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:110113-112645	KO	WT	OK	7.19851	14.6044	3.12462	0.0012	0.0244184	yes	110114	FALSE
XLOC_002626	XLOC_002626	PF3D7_1003900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_10_v3:177920-178870	KO	WT	OK	9.81782	19.909	2.53652	0.00635	0.0746125	no	177921	FALSE
XLOC_000065	XLOC_000065	PF3D7_0114000	EPF1	exported protein family 1	No	Pf3D7_01_v3:542479-546983	KO	WT	OK	7.1223	14.3813	4.71642	5.00E-05	0.00198172	yes	98371	TRUE
XLOC_004853	XLOC_004853	PF3D7_1410800		"ankyrin-repeat protein, putative"	No	Pf3D7_14_v3:433950-435318	KO	WT	OK	23.021	46.4129	2.58354	0.00585	0.0719198	no	433951	FALSE
XLOC_001958	XLOC_001958	PF3D7_0813800	GMD	"GDP-mannose 4,6-dehydratase"	No	Pf3D7_08_v3:676390-677464	KO	WT	OK	11.0536	22.2745	3.21479	0.00055	0.0139763	yes	676391	FALSE
XLOC_001024	XLOC_001024	PF3D7_0526100		"conserved Plasmodium membrane protein, unknown function"	No	Pf3D7_05_v3:1079778-1081008	KO	WT	OK	4.762	9.59336	2.54433	0.0061	0.0729664	no	263778	FALSE
XLOC_003581	XLOC_003581	PF3D7_1213500		"integral membrane protein GPR180, putative"	No	Pf3D7_12_v3:583088-585323	KO	WT	NOTEST	0.531164	1.06973	0	1	1	no	583089	FALSE
XLOC_004187	XLOC_004187	PF3D7_1323700	GAPM1	glideosome associated protein with multiple membrane spans 1	No	Pf3D7_13_v3:982610-983801	KO	WT	OK	36.867	74.1867	4.41944	5.00E-05	0.00198172	yes	982611	FALSE
XLOC_004842	XLOC_004842	PF3D7_1408800		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:349358-350415	KO	WT	OK	4.27443	8.589	2.04436	0.02385	0.178909	no	349359	FALSE
XLOC_002884	XLOC_002884	PF3D7_1014800		"conserved Plasmodium protein, unknown function"	No	Pf3D7_10_v3:596496-600413	KO	WT	OK	2.03734	4.0933	2.53889	0.00595	0.0722585	no	600413	FALSE
XLOC_005451	XLOC_005451	PF3D7_1446100		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:1889977-1892108	KO	WT	OK	2.77534	5.54827	2.5628	0.00785	0.0852584	no	1399828	FALSE
XLOC_000886	XLOC_000886	PF3D7_0422600		"conserved Plasmodium protein, unknown function"	No	Pf3D7_04_v3:1038696-1039119	KO	WT	OK	44.2471	88.3002	2.56462	0.00685	0.0779022	no	161371	FALSE
XLOC_003588	XLOC_003588	PF3D7_1215000	Trx-Px2	thioredoxin peroxidase 2	No	Pf3D7_12_v3:621124-621775	KO	WT	OK	29.257	58.3535	3.3356	0.0005	0.0130813	yes	621125	FALSE
XLOC_001883	XLOC_001883	PF3D7_0729700		"conserved Plasmodium protein, unknown function"	No	Pf3D7_07_v3:1260153-1262780	KO	WT	OK	1.10318	2.1943	1.94434	0.0337	0.215242	no	182427	FALSE
XLOC_002398	XLOC_002398	PF3D7_0933100		"conserved Plasmodium protein, unknown function"	No	Pf3D7_09_v3:1314551-1317597	KO	WT	OK	5.32317	10.5686	3.54568	0.00015	0.005311	yes	227183	FALSE
XLOC_002528	XLOC_002528	PF3D7_0919200		"PPPDE peptidase, putative"	No	Pf3D7_09_v3:789513-790478	KO	WT	OK	4.30925	8.54782	1.79706	0.0486	0.269708	no	751257	FALSE
XLOC_003905	XLOC_003905	PF3D7_1218800	PSOP17	"secreted ookinete protein, putative"	No	Pf3D7_12_v3:738356-740255	KO	WT	OK	11.2676	22.2416	3.09844	0.0012	0.0244184	yes	740255	FALSE
XLOC_005351	XLOC_005351	PF3D7_1425600		"zinc finger protein, putative"	No	Pf3D7_14_v3:995160-1000506	KO	WT	OK	3.97907	7.82638	4.17258	5.00E-05	0.00198172	yes	1000506	FALSE
XLOC_003547	XLOC_003547	PF3D7_1206500		"Tat binding protein 1(TBP-1)-interacting protein, putative"	No	Pf3D7_12_v3:292423-294379	KO	WT	OK	5.67748	11.1418	3.21667	0.00075	0.0170955	yes	292424	FALSE
XLOC_001920	XLOC_001920	PF3D7_0805100		"conserved Plasmodium protein, unknown function"	No	Pf3D7_08_v3:286958-288620	KO	WT	OK	16.2208	31.7558	4.22066	0.0001	0.00371399	yes	286959	FALSE
XLOC_004757	XLOC_004757	PF3D7_1361400	ADF2	actin-depolymerizing factor 2	No	Pf3D7_13_v3:2464134-2464718	KO	WT	OK	5.55373	10.8579	1.13871	0.22035	0.578763	no	460518	FALSE
XLOC_000305	XLOC_000305	PF3D7_0205800	PH1	"PH domain-containing protein, putative"	No	Pf3D7_02_v3:232728-233476	KO	WT	OK	103.239	201.606	2.6808	0.00435	0.0581936	no	233476	FALSE
XLOC_005130	XLOC_005130	PF3D7_1466500		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:2725224-2726281	KO	WT	OK	27.1533	53.0023	1.73584	0.0537	0.284009	no	566711	FALSE
XLOC_003836	XLOC_003836	PF3D7_1205200	HADO	"HAD domain ookinete protein, putative"	No	Pf3D7_12_v3:226053-227070	KO	WT	OK	5.43436	10.6043	2.27286	0.0138	0.122973	no	227070	FALSE
XLOC_002780	XLOC_002780	PF3D7_1037200		"conserved Plasmodium protein, unknown function"	No	Pf3D7_10_v3:1473513-1476860	KO	WT	OK	3.66738	7.11618	2.76587	0.0034	0.0492027	yes	214142	FALSE
XLOC_000479	XLOC_000479	PF3D7_0318000		"conserved Plasmodium protein, unknown function"	No	Pf3D7_03_v3:742190-742799	KO	WT	OK	4.01975	7.77732	1.43868	0.10835	0.410722	no	325780	FALSE
XLOC_003621	XLOC_003621	PF3D7_1221400	IMC1h	"inner membrane complex protein 1h, putative"	No	Pf3D7_12_v3:857096-858671	KO	WT	OK	10.7943	20.8575	3.57832	0.0003	0.00895112	yes	857097	FALSE
XLOC_005591	XLOC_005591	PF3D7_1475400	CRMP4	cysteine repeat modular protein 4	No	Pf3D7_14_v3:3087060-3105071	KO	WT	OK	3.31635	6.40753	4.78464	5.00E-05	0.00198172	yes	186865	FALSE
XLOC_004697	XLOC_004697	PF3D7_1348700	WDR16	"WD repeat-containing protein 16, putative"	No	Pf3D7_13_v3:1955253-1958358	KO	WT	OK	1.36178	2.63024	1.92025	0.03465	0.21804	no	966878	FALSE
XLOC_004010	XLOC_004010	PF3D7_1240500		Plasmodium RNA of unknown function RUF6	No	Pf3D7_12_v3:1715846-1715981	KO	WT	OK	2981.71	5736	1.13744	0.20695	0.564498	no	555513	FALSE
XLOC_000487	XLOC_000487	PF3D7_0319400		"kinesin-8, putative"	No	Pf3D7_03_v3:810080-814172	KO	WT	OK	10.6578	20.4441	4.61032	5.00E-05	0.00198172	yes	257890	FALSE
XLOC_003043	XLOC_003043	PF3D7_1105500	CEN4	centrin-4	No	Pf3D7_11_v3:239686-240613	KO	WT	OK	51.2498	98.2728	3.17402	0.00085	0.0186543	yes	239687	FALSE
XLOC_003664	XLOC_003664	PF3D7_1229700		"conserved Plasmodium protein, unknown function"	No	Pf3D7_12_v3:1218180-1218766	KO	WT	OK	269.626	515.217	1.77154	0.05385	0.284009	no	1053313	FALSE
XLOC_004950	XLOC_004950	PF3D7_1430500		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:1205087-1206416	KO	WT	OK	3.3101	6.3215	2.10423	0.0202	0.159646	no	1205088	FALSE
XLOC_005501	XLOC_005501	PF3D7_1455700		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:2278700-2282162	KO	WT	OK	8.92014	17.0311	4.25285	5.00E-05	0.00198172	yes	1009774	FALSE
XLOC_004093	XLOC_004093	PF3D7_1305800		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:278293-279133	KO	WT	OK	1.13392	2.15543	1.02727	0.2368	0.60232	no	278294	FALSE
XLOC_001516	XLOC_001516	PF3D7_0622700		"conserved Plasmodium membrane protein, unknown function"	No	Pf3D7_06_v3:915999-917299	KO	WT	OK	11.2234	21.2775	3.02696	0.0016	0.0299211	yes	500943	FALSE
XLOC_001164	XLOC_001164	PF3D7_0518900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_05_v3:785663-786565	KO	WT	OK	7.6302	14.4267	1.70743	0.05485	0.286158	no	556992	FALSE
XLOC_004938	XLOC_004938	PF3D7_1428500		"protein kinase, putative"	No	Pf3D7_14_v3:1118590-1126292	KO	WT	OK	4.89107	9.23143	4.36809	5.00E-05	0.00198172	yes	1118591	FALSE
XLOC_001334	XLOC_001334	PF3D7_0621500	RPP1	"ribonuclease P/MRP protein subunit RPP1, putative"	No	Pf3D7_06_v3:881962-882994	KO	WT	OK	4.75222	8.96483	2.06556	0.02285	0.173366	no	536279	FALSE
XLOC_002083	XLOC_002083	PF3D7_0802100	ApiAP2	transcription factor with AP2 domain(s)	No	Pf3D7_08_v3:151807-159668	KO	WT	OK	11.2863	21.2651	4.6612	5.00E-05	0.00198172	yes	159668	FALSE
XLOC_000351	XLOC_000351	PF3D7_0214700		"conserved Plasmodium protein, unknown function"	No	Pf3D7_02_v3:599828-601712	KO	WT	OK	17.4827	32.8856	3.08591	0.00115	0.0239516	yes	345390	FALSE
XLOC_004182	XLOC_004182	PF3D7_1322800		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:960165-960646	KO	WT	OK	75.2571	141.511	2.08213	0.02285	0.173366	no	960166	FALSE
XLOC_002248	XLOC_002248	PF3D7_0904200	PH	"PH domain-containing protein, putative"	No	Pf3D7_09_v3:197866-198816	KO	WT	OK	20.0952	37.6863	3.19837	0.00075	0.0170955	yes	197867	FALSE
XLOC_000820	XLOC_000820	PF3D7_0409500		"conserved Plasmodium protein, unknown function"	No	Pf3D7_04_v3:449188-450633	KO	WT	OK	20.8427	39.0544	3.75444	0.00025	0.0079506	yes	450633	FALSE
XLOC_005357	XLOC_005357	PF3D7_1426400		"MORN repeat protein, putative"	No	Pf3D7_14_v3:1026261-1027144	KO	WT	OK	5.64369	10.5452	1.0256	0.24995	0.615716	no	1027144	FALSE
XLOC_003985	XLOC_003985	PF3D7_1235100		"conserved Plasmodium protein, unknown function"	No	Pf3D7_12_v3:1462208-1462602	KO	WT	OK	475.109	885.011	1.54311	0.086	0.359926	no	808892	FALSE
XLOC_004154	XLOC_004154	PF3D7_1318200	G3PAT	glycerol-3-phosphate 1-O-acyltransferase	No	Pf3D7_13_v3:750315-751518	KO	WT	OK	4.78324	8.87319	2.15133	0.01895	0.152721	no	750316	FALSE
XLOC_003052	XLOC_003052	PF3D7_1106900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_11_v3:289666-290286	KO	WT	OK	32.1649	59.6348	2.48259	0.00725	0.0817511	no	289667	FALSE
XLOC_005435	XLOC_005435	PF3D7_1442800		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:1750208-1751417	KO	WT	NOTEST	0.40816	0.755416	0	1	1	no	1540519	FALSE
XLOC_001908	XLOC_001908	PF3D7_0803300	MORG1	"mitogen-activated protein kinase organizer 1, putative"	No	Pf3D7_08_v3:208450-210291	KO	WT	OK	13.0091	24.0323	2.9821	0.0013	0.0258588	yes	208451	FALSE
XLOC_003280	XLOC_003280	PF3D7_1101500	EPF4	exported protein family 4	No	Pf3D7_11_v3:80305-81424	KO	WT	NOTEST	0.1	0.184562	0	1	1	no	81424	TRUE
XLOC_001552	XLOC_001552	PF3D7_0630000		CPW-WPC family protein	No	Pf3D7_06_v3:1252051-1253985	KO	WT	OK	1.74311	3.21454	1.18334	0.1806	0.528904	no	164257	FALSE
XLOC_003234	XLOC_003234	PF3D7_1143000		"alpha/beta hydrolase, putative"	No	Pf3D7_11_v3:1717545-1718694	KO	WT	OK	6.30171	11.6129	2.33762	0.0112	0.109143	no	320794	FALSE
XLOC_001455	XLOC_001455	PF3D7_0611500		"conserved Plasmodium protein, unknown function"	No	Pf3D7_06_v3:482824-483907	KO	WT	OK	4.62233	8.51099	2.00147	0.0284	0.19556	no	483907	FALSE
XLOC_004600	XLOC_004600	PF3D7_1329700	ACBP1	apicoplast calcium binding protein 1	No	Pf3D7_13_v3:1261344-1262943	KO	WT	OK	8.50545	15.6553	3.06029	0.00105	0.0222173	yes	1262943	FALSE
XLOC_005479	XLOC_005479	PF3D7_1450800		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:2080897-2082247	KO	WT	OK	5.13632	9.45155	2.34071	0.01025	0.102519	no	1209689	FALSE
XLOC_001906	XLOC_001906	PF3D7_0802800	CNA	serine/threonine protein phosphatase 2B catalytic subunit A	No	Pf3D7_08_v3:191975-194103	KO	WT	OK	12.3265	22.6671	3.64503	5.00E-05	0.00198172	yes	191976	FALSE
XLOC_005002	XLOC_005002	PF3D7_1440600	SOC3	"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:1656433-1659740	KO	WT	OK	10.0357	18.37	3.01393	0.00185	0.0331938	yes	1635502	FALSE
XLOC_001215	XLOC_001215	PF3D7_0528900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_05_v3:1183915-1185639	KO	WT	OK	11.2039	20.4904	2.08866	0.02195	0.168603	no	157918	FALSE
XLOC_005590	XLOC_005590	PF3D7_1474700		"protein kinase, putative"	No	Pf3D7_14_v3:3063190-3065763	KO	WT	OK	6.08527	11.1118	3.10624	0.00075	0.0170955	yes	226173	FALSE
XLOC_004341	XLOC_004341	PF3D7_1356000		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:2218742-2222939	KO	WT	OK	1.91827	3.48798	2.59089	0.00425	0.0571437	no	706493	FALSE
XLOC_002477	XLOC_002477	PF3D7_0908500		"conserved Plasmodium protein, unknown function"	No	Pf3D7_09_v3:389604-397843	KO	WT	OK	2.38154	4.32213	3.18925	0.0006	0.014419	yes	397843	FALSE
XLOC_000041	XLOC_000041	PF3D7_0109000	PHIL1	"photosensitized INA-labeled protein PHIL1, putative"	No	Pf3D7_01_v3:363317-363992	KO	WT	OK	91.5018	165.697	4.06428	5.00E-05	0.00198172	yes	277533	FALSE
XLOC_001822	XLOC_001822	PF3D7_0715300		"calcium/calmodulin-dependent protein kinase, putative"	No	Pf3D7_07_v3:684538-686691	KO	WT	OK	5.72202	10.3345	2.50936	0.00615	0.0730708	no	686691	FALSE
XLOC_004780	XLOC_004780	PF3D7_1367300		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:2685058-2686331	KO	WT	OK	6.67059	12.0456	2.15024	0.01695	0.14022	no	238905	FALSE
XLOC_001821	XLOC_001821	PF3D7_0715200		"conserved Plasmodium protein, unknown function"	No	Pf3D7_07_v3:676060-682681	KO	WT	OK	24.1208	43.5541	4.36585	5.00E-05	0.00198172	yes	682681	FALSE
XLOC_001554	XLOC_001554	PF3D7_0630300		"DNA polymerase epsilon catalytic subunit A, putative"	No	Pf3D7_06_v3:1260397-1269596	KO	WT	OK	6.50216	11.7397	4.28706	5.00E-05	0.00198172	yes	148646	FALSE
XLOC_000917	XLOC_000917	PF3D7_0504500		"conserved Plasmodium protein, unknown function"	No	Pf3D7_05_v3:174988-176433	KO	WT	OK	4.04853	7.28153	1.58343	0.07915	0.346836	no	174989	FALSE
XLOC_001925	XLOC_001925	PF3D7_0806400	ALG13	"glycosyltransferase family 28 protein, putative"	No	Pf3D7_08_v3:344287-344821	KO	WT	OK	4.98807	8.94509	1.22786	0.1724	0.519404	no	344288	FALSE
XLOC_004457	XLOC_004457	PF3D7_1301900		"Plasmodium exported protein, unknown function"	No	Pf3D7_13_v3:109694-110268	KO	WT	OK	36.1256	64.7838	1.59317	0.07615	0.338721	no	110268	FALSE
XLOC_005117	XLOC_005117	PF3D7_1464100		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:2595868-2598571	KO	WT	OK	2.35561	4.22207	2.2722	0.01145	0.111048	no	696067	FALSE
XLOC_000970	XLOC_000970	PF3D7_0514700		"conserved Plasmodium protein, unknown function"	No	Pf3D7_05_v3:610088-614771	KO	WT	OK	1.70293	3.04807	2.5261	0.0049	0.0633185	no	610089	FALSE
XLOC_001829	XLOC_001829	PF3D7_0717600		"conserved Plasmodium protein, unknown function"	No	Pf3D7_07_v3:758719-762877	KO	WT	OK	11.8669	21.1992	3.99656	5.00E-05	0.00198172	yes	682330	FALSE
XLOC_000225	XLOC_000225	PF3D7_0216000		"DEAD/DEAH box helicase, putative"	No	Pf3D7_02_v3:658635-664629	KO	WT	OK	6.8504	12.23	4.08089	5.00E-05	0.00198172	yes	288466	FALSE
XLOC_004367	XLOC_004367	PF3D7_1360500	GCbeta	guanylyl cyclase beta	No	Pf3D7_13_v3:2413323-2425261	KO	WT	OK	6.73818	12.0214	4.21788	5.00E-05	0.00198172	yes	511912	FALSE
XLOC_003210	XLOC_003210	PF3D7_1138000		"conserved Plasmodium protein, unknown function"	No	Pf3D7_11_v3:1487593-1496143	KO	WT	OK	2.07168	3.69276	3.36008	0.0005	0.0130813	yes	550746	FALSE
XLOC_003446	XLOC_003446	PF3D7_1135500		"conserved Plasmodium protein, unknown function"	No	Pf3D7_11_v3:1387090-1388909	KO	WT	OK	12.4257	22.0983	2.7237	0.0029	0.0438801	yes	649431	FALSE
XLOC_004913	XLOC_004913	PF3D7_1423400		"conserved Plasmodium membrane protein, unknown function"	No	Pf3D7_14_v3:942191-946990	KO	WT	OK	2.25442	4.00112	2.69126	0.00315	0.0464712	yes	942192	FALSE
XLOC_001004	XLOC_001004	PF3D7_0522600		inner membrane complex protein	No	Pf3D7_05_v3:940248-941700	KO	WT	OK	7.35087	13.0462	2.59882	0.0044	0.058421	no	403308	FALSE
XLOC_000596	XLOC_000596	PF3D7_0314700	RNF1	"zinc finger protein, putative"	No	Pf3D7_03_v3:589001-592547	KO	WT	OK	110.993	196.55	4.24249	5.00E-05	0.00198172	yes	475424	FALSE
XLOC_004005	XLOC_004005	PF3D7_1239400		"conserved Plasmodium protein, unknown function"	No	Pf3D7_12_v3:1646611-1647151	KO	WT	OK	14.7426	26.0993	1.82135	0.04275	0.248408	no	624343	FALSE
XLOC_002887	XLOC_002887	PF3D7_1015200	CysRS	"cysteine--tRNA ligase, putative"	No	Pf3D7_10_v3:614871-617736	KO	WT	OK	180.412	319.251	0.389948	0.357	0.715212	no	617736	FALSE
XLOC_005550	XLOC_005550	PF3D7_1465600		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:2655490-2657965	KO	WT	OK	4.51007	7.96333	2.14349	0.0191	0.153697	no	633971	FALSE
XLOC_002561	XLOC_002561	PF3D7_0927500		"dynein light chain, putative"	No	Pf3D7_09_v3:1120099-1121331	KO	WT	OK	40.0492	70.6407	1.41857	0.1074	0.408012	no	420404	FALSE
XLOC_004759	XLOC_004759	PF3D7_1361600	YfhJ	"iron-sulfur assembly protein, putative"	No	Pf3D7_13_v3:2469126-2469540	KO	WT	OK	77.7466	137.018	2.46768	0.006	0.0722585	no	455696	FALSE
XLOC_000940	XLOC_000940	PF3D7_0509200	LRR2	leucine-rich repeat protein	No	Pf3D7_05_v3:386955-388505	KO	WT	OK	2.46662	4.33812	1.4221	0.1094	0.412722	no	386956	FALSE
XLOC_000933	XLOC_000933	PF3D7_0508100	SET9	"SET domain protein, putative"	No	Pf3D7_05_v3:331679-336704	KO	WT	OK	6.60996	11.6145	3.83138	5.00E-05	0.00198172	yes	331680	FALSE
XLOC_002866	XLOC_002866	PF3D7_1011000	ISP1	inner membrane complex sub-compartment protein 1	No	Pf3D7_10_v3:429203-430140	KO	WT	OK	133.547	234.154	3.1661	0.0005	0.0130813	yes	430140	FALSE
XLOC_004593	XLOC_004593	PF3D7_1328600		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:1209743-1211772	KO	WT	OK	10.4223	18.2734	2.50416	0.0062	0.0733368	no	1211772	FALSE
XLOC_004548	XLOC_004548	PF3D7_1319200		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:792380-794987	KO	WT	OK	6.58035	11.5363	3.12697	0.00065	0.0154114	yes	794987	FALSE
XLOC_001818	XLOC_001818	PF3D7_0714400		"calmodulin, putative"	No	Pf3D7_07_v3:662283-663407	KO	WT	OK	35.1153	61.4158	3.17305	0.0006	0.014419	yes	663407	FALSE
XLOC_001905	XLOC_001905	PF3D7_0802700		"conserved Plasmodium protein, unknown function"	No	Pf3D7_08_v3:188565-190316	KO	WT	OK	1.89702	3.30985	1.40872	0.1161	0.427605	no	188566	FALSE
XLOC_001921	XLOC_001921	PF3D7_0805200	GAMER	"gamete release protein, putative"	No	Pf3D7_08_v3:290901-291183	KO	WT	OK	142.018	247.754	1.53404	0.0829	0.354138	no	290902	FALSE
XLOC_005118	XLOC_005118	PF3D7_1464300		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:2601440-2604305	KO	WT	OK	2.15749	3.76147	2.10509	0.01995	0.158614	no	690495	FALSE
XLOC_000657	XLOC_000657	PF3D7_0403900	SET8	"SET domain protein, putative"	No	Pf3D7_04_v3:219086-222838	KO	WT	OK	6.33621	11.0011	3.39051	0.0006	0.014419	yes	219087	FALSE
XLOC_003960	XLOC_003960	PF3D7_1230100	TLAP1	"thioredoxin-like associated protein 1, putative"	No	Pf3D7_12_v3:1242024-1243599	KO	WT	OK	8.06301	13.9941	2.65082	0.00385	0.0535271	no	1027895	FALSE
XLOC_001423	XLOC_001423	PF3D7_0604900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_06_v3:212414-213032	KO	WT	OK	334.412	580.178	2.1842	0.0171	0.141022	no	213032	FALSE
XLOC_004271	XLOC_004271	PF3D7_1341500	ISC1	"inner membrane complex suture component, putative"	No	Pf3D7_13_v3:1639616-1641143	KO	WT	OK	6.29791	10.8441	2.3617	0.0084	0.0894036	no	1285619	FALSE
XLOC_000822	XLOC_000822	PF3D7_0409900	ALP5b	"actin-like protein, putative"	No	Pf3D7_04_v3:461990-463957	KO	WT	OK	0.838158	1.44255	0.964885	0.25625	0.622811	no	463957	FALSE
XLOC_000629	XLOC_000629	PF3D7_0322200		"conserved Plasmodium protein, unknown function"	No	Pf3D7_03_v3:933187-937006	KO	WT	OK	1.94379	3.33931	1.8058	0.04105	0.24251	no	130965	FALSE
XLOC_005491	XLOC_005491	PF3D7_1453500	NNT	"pyridine nucleotide transhydrogenase, putative"	No	Pf3D7_14_v3:2194693-2198480	KO	WT	OK	4.33664	7.44901	2.92353	0.0013	0.0258588	yes	1093456	FALSE
XLOC_000815	XLOC_000815	PF3D7_0408700	PLP1	perforin-like protein 1	No	Pf3D7_04_v3:417371-420824	KO	WT	OK	4.45121	7.6421	2.5928	0.00395	0.0546314	no	420824	FALSE
XLOC_001290	XLOC_001290	PF3D7_0612300	TMEM234	"conserved protein, unknown function"	No	Pf3D7_06_v3:520750-521107	KO	WT	OK	26.0704	44.754	1.24794	0.1572	0.498441	no	520751	FALSE
XLOC_000635	XLOC_000635	PF3D7_0323400	RIPR	Rh5 interacting protein	No	Pf3D7_03_v3:980705-983966	KO	WT	OK	6.797	11.6678	3.2947	0.00045	0.0121936	yes	84005	FALSE
XLOC_002126	XLOC_002126	PF3D7_0810900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_08_v3:551198-552428	KO	WT	OK	52.8374	90.5672	1.32393	0.1354	0.462285	no	552428	FALSE
XLOC_003458	XLOC_003458	PF3D7_1137600		"conserved Plasmodium protein, unknown function"	No	Pf3D7_11_v3:1474666-1476838	KO	WT	OK	1.89734	3.25118	1.69073	0.0564	0.290721	no	561502	FALSE
XLOC_001459	XLOC_001459	PF3D7_0612000		"conserved Plasmodium protein, unknown function"	No	Pf3D7_06_v3:507677-508286	KO	WT	OK	320.609	549.136	1.62752	0.06835	0.317314	no	508286	FALSE
XLOC_001148	XLOC_001148	PF3D7_0516800	ApiAP2	transcription factor with AP2 domain(s)	No	Pf3D7_05_v3:700119-707256	KO	WT	OK	16.4026	27.996	3.93546	5.00E-05	0.00198172	yes	636301	FALSE
XLOC_004826	XLOC_004826	PF3D7_1406400	PPR	"pentatricopeptide repeat domain-containing protein, putative"	No	Pf3D7_14_v3:230863-232690	KO	WT	OK	8.00709	13.6551	2.75164	0.0026	0.0402583	yes	230864	FALSE
XLOC_005151	XLOC_005151	PF3D7_1469900	MGET	"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:2866357-2868183	KO	WT	OK	9.05557	15.4431	2.34427	0.00785	0.0852584	no	425578	FALSE
XLOC_002200	XLOC_002200	PF3D7_0825700	CryPH	"conserved Plasmodium protein, unknown function"	No	Pf3D7_08_v3:1101886-1102804	KO	WT	OK	3.08225	5.24573	1.35927	0.12425	0.441932	no	370001	FALSE
XLOC_001163	XLOC_001163	PF3D7_0518800	PSOP13	"secreted ookinete protein, putative"	No	Pf3D7_05_v3:783637-784991	KO	WT	OK	6.11985	10.3909	1.33735	0.12835	0.448225	no	558566	FALSE
XLOC_005234	XLOC_005234	PF3D7_1401900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:74187-76793	KO	WT	OK	4.53709	7.68589	1.856	0.036	0.224672	no	76793	FALSE
