geneID,name,tsGenLoc,description,loc,dist2Telo,family,H3K9me3_Salcedo-Amaya_Asex,HP1_Flueck_Asex,H3K9me3.RPKM.Troph.Bunnik,H3K9me3.RPKM.Gam.Bunnik,H3K9me3_Bunnik_Asex,H3K9me3_Bunnik_GC,HP1.RPKM.Schizonts.Fraschka,HP1.RPKM.eGC.Fraschka,HP1.RPKM.lGC.Fraschka,HP1.GeneCluster.Fraschka,HP1_Fraschka_Asex,HP1_Fraschka_eGC,HP1_Fraschka_lGC,H3K9.GamAsex.log2Ratio,HP1.GamAsex.log2Ratio,Repressed_in_GC,Derepressed_in_GC
PF3D7_1223900,PF3D7_1223900 protein,Pf3D7_12_v3: 972710 - 973393 (-),"50S ribosomal protein L24, putative",0,973393,ribosome,0,0,0.1,0.1,0,0,0.36,0.61,0.52,11,0,0,0,0,0.530514717,0,0
PF3D7_0503000,PF3D7_0503000 protein,Pf3D7_05_v3: 125116 - 126514 (+),"50S ribosomal protein L28, apicoplast, putative",apicoplast,125116,apicoRibosome,0,0,0.1,0.1,0,0,0.27,0.36,0.47,10,0,0,0,0,0.79970135,0,0
PF3D7_0918200,PF3D7_0918200 protein,Pf3D7_09_v3: 748678 - 750262 (-),"50S ribosomal protein L3, apicoplast, putative",apicoplast,750262,apicoRibosome,0,0,0.1,0.1,0,0,0.37,0.54,0.49,12,0,0,0,0,0.405256478,0,0
PF3D7_0210400,PF3D7_0210400 protein,Pf3D7_02_v3: 425689 - 426497 (+),"50S ribosomal protein L33, putative",0,425689,ribosome,0,0,0.1,0.1,0,0,0.34,0.41,0.45,10,0,0,0,0,0.404390255,0,0
PF3D7_0310000,PF3D7_0310000 protein,Pf3D7_03_v3: 420697 - 421515 (+),"50S ribosomal protein L9, apicoplast, putative",apicoplast,420697,apicoRibosome,0,0,0.1,0.1,0,0,0.3,0.54,0.52,12,0,0,0,0,0.793549123,0,0
PF3D7_1363300,PF3D7_1363300 protein,Pf3D7_13_v3: 2542284 - 2543150 (+),"50S ribosomal protein L9, mitochondrial, putative",mitochondrion,382952,mitoRibosome,0,0,0.1,0.1,0,0,0.26,0.47,0.49,12,0,0,0,0,0.914270126,0,0
PF3D7_1418500,PF3D7_1418500 rRNA,Pf3D7_14_v3: 779377 - 779495 (+),5S ribosomal RNA,0,779377,rRNA,0,0,0.1,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0
PF3D7_1418600,PF3D7_1418600 rRNA,Pf3D7_14_v3: 780006 - 780124 (+),5S ribosomal RNA,0,780006,rRNA,0,0,0.1,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0
PF3D7_1418700,PF3D7_1418700 rRNA,Pf3D7_14_v3: 780916 - 781034 (+),5S ribosomal RNA,0,780916,rRNA,0,0,0.1,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0
PF3D7_0317100,B9,Pf3D7_03_v3: 686282 - 689482 (+),6-cysteine protein (B9),parasiteSurface,381689,other,0,0,0.1,0.1,0,0,0.38,0.57,0.51,12,0,0,0,0,0.424497829,0,0
PF3D7_0405300,LISP2,Pf3D7_04_v3: 282403 - 288297 (-),6-cysteine protein (LISP2),secretoryPathway,288297,other,0,0,0.1,0.1,0,0,0.37,0.64,0.47,11,0,0,0,0,0.345135486,0,0
PF3D7_0612700,P12,Pf3D7_06_v3: 525987 - 527030 (-),6-cysteine protein (P12),secretoryPathway,527030,6-Cys,0,0,0.1,0.1,0,0,0.39,0.61,0.49,12,0,0,0,0,0.329307625,0,0
PF3D7_0612800,P12p,Pf3D7_06_v3: 528060 - 529175 (-),6-cysteine protein (P12p),secretoryPathway,529175,other,0,0,0.1,0.1,0,0,0.46,0.57,0.49,12,0,0,0,0,0.091147888,0,0
PF3D7_0209000,P230,Pf3D7_02_v3: 370438 - 379845 (+),6-cysteine protein (P230),parasiteSurface,370438,6-Cys,0,1,0.1,0.1,0,0,0.45,0.43,0.56,12,0,0,0,0,0.315501826,0,0
PF3D7_0208900,P230p,Pf3D7_02_v3: 360828 - 368354 (+),6-cysteine protein (P230p),secretoryPathway,360828,6-Cys,0,0,0.1,0.1,0,0,0.37,0.46,0.49,12,0,0,0,0,0.405256478,0,0
PF3D7_0404400,P36,Pf3D7_04_v3: 238360 - 239499 (-),6-cysteine protein (P36),secretoryPathway,239499,6-Cys,0,0,0.1,0.1,0,0,0.5,0.58,0.63,11,0,0,0,0,0.333423734,0,0
PF3D7_0508000,P38,Pf3D7_05_v3: 328666 - 329715 (-),6-cysteine protein (P38),secretoryPathway,329715,6-Cys,0,0,0.1,0.1,0,0,0.5,0.5,0.49,12,0,0,0,0,-0.029146346,0,0
PF3D7_0404900,P41,Pf3D7_04_v3: 267244 - 268380 (-),6-cysteine protein (P41),secretoryPathway,268380,other,0,0,0.1,0.1,0,0,0.37,0.43,0.52,10,0,0,0,0,0.490986353,0,0
PF3D7_1346800,P47,Pf3D7_13_v3: 1878875 - 1880194 (-),6-cysteine protein (P47),secretoryPathway,1045042,6-Cys,0,0,0.1,0.1,0,0,0.44,0.58,0.48,12,0,0,0,0,0.125530882,0,0
PF3D7_1346700,P48/45,Pf3D7_13_v3: 1876016 - 1877362 (-),6-cysteine protein (P48/45),secretoryPathway,1047874,6-Cys,0,0,0.1,0.1,0,0,0.42,0.57,0.47,12,0,0,0,0,0.162271429,0,0
PF3D7_0404500,P52,Pf3D7_04_v3: 240911 - 242347 (-),6-cysteine protein (P52),secretoryPathway,242347,other,0,0,0.1,0.1,0,0,0.49,0.54,0.56,11,0,0,0,0,0.192645078,0,0
PF3D7_1364100,P92,Pf3D7_13_v3: 2568556 - 2570946 (+),6-cysteine protein (P92),secretoryPathway,356680,6-Cys,0,0,0.1,0.1,0,0,0.35,0.5,0.46,12,0,0,0,0,0.394278939,0,0
PF3D7_1128300,PFK11,Pf3D7_11_v3: 1098167 - 1103555 (-),6-phosphofructokinase (PFK11),0,934785,other,0,0,0.1,0.1,0,0,0.34,0.57,0.5,12,0,0,0,0,0.556393349,0,0
PF3D7_0915400,PFK9,Pf3D7_09_v3: 650585 - 654841 (-),6-phosphofructokinase (PFK9),0,654841,other,0,0,0.1,0.1,0,0,0.25,0.52,0.54,12,0,0,0,0,1.111031312,0,0
PF3D7_1454700,PF3D7_1454700 protein,Pf3D7_14_v3: 2241433 - 2242839 (+),"6-phosphogluconate dehydrogenase, decarboxylating, putative",0,1050503,other,0,0,0.1,0.1,0,0,0.39,0.59,0.55,11,0,0,0,0,0.495957495,0,0
PF3D7_0628000,PTPS,Pf3D7_06_v3: 1121690 - 1122211 (+),6-pyruvoyltetrahydropterin synthase (PTPS),0,296552,other,0,0,0.1,13.1,0,0,0.44,0.6,0.47,12,0,0,0,7.033423002,0.095157233,0,0
PF3D7_1232100,CPN60,Pf3D7_12_v3: 1328311 - 1331371 (-),60 kDa chaperonin (CPN60),secretoryPathway,940123,other,0,0,0.1,0.1,0,0,0.42,0.51,0.42,12,0,0,0,0,0,0,0
PF3D7_1103100,RPP1,Pf3D7_11_v3: 140048 - 140801 (-),"60S acidic ribosomal protein P1, putative (RPP1)",0,140801,other,0,0,0.1,0.1,0,0,0.34,0.46,0.48,12,0,0,0,0,0.497499659,0,0
PF3D7_0309600,PfP2,Pf3D7_03_v3: 407980 - 408318 (+),60S acidic ribosomal protein P2 (PfP2),0,407980,other,0,0,14,0.1,0,0,0.4,0.48,0.5,12,0,0,0,-7.129283017,0.321928095,0,0
PF3D7_0729300,NMD3,Pf3D7_07_v3: 1248837 - 1251503 (-),"60S ribosomal export protein NMD3, putative (NMD3)",0,193704,ribosome,0,0,0.1,0.1,0,0,0.3,0.55,0.49,12,0,0,0,0,0.707819249,0,0
PF3D7_1441200,PF3D7_1441200 protein,Pf3D7_14_v3: 1678662 - 1679486 (+),"60S ribosomal protein L1, putative",0,1613274,ribosome,0,0,0.1,0.1,0,0,0.23,0.51,0.46,12,0,0,0,0,1,0,0
PF3D7_1414300,PF3D7_1414300 protein,Pf3D7_14_v3: 570802 - 571461 (+),"60S ribosomal protein L10, putative",0,570802,ribosome,0,0,0.1,0.1,0,0,0.33,0.46,0.51,12,0,0,0,0,0.628031223,0,0
PF3D7_0719600,PF3D7_0719600 protein,Pf3D7_07_v3: 858742 - 859492 (-),"60S ribosomal protein L11a, putative",0,585715,ribosome,0,0,7.1,0.1,0,0,0.27,0.46,0.51,12,0,0,0,-6.14974712,0.91753784,0,0
PF3D7_0517000,PF3D7_0517000 protein,Pf3D7_05_v3: 715765 - 716675 (-),"60S ribosomal protein L12, putative",0,626882,ribosome,0,0,0.1,0.1,0,0,0.22,0.25,0.43,10,0,0,0,0,0.966833136,0,0
PF3D7_0814000,PF3D7_0814000 protein,Pf3D7_08_v3: 680957 - 681809 (+),"60S ribosomal protein L13-2, putative",0,680957,ribosome,0,0,0.1,0.1,0,0,0.39,0.42,0.55,12,0,0,0,0,0.495957495,0,0
PF3D7_1004000,PF3D7_1004000 protein,Pf3D7_10_v3: 179344 - 180226 (-),"60S ribosomal protein L13, putative",0,180226,ribosome,0,0,3.6,0.1,0,0,0.32,0.51,0.43,12,0,0,0,-5.169925001,0.426264755,0,0
PF3D7_1431700,PF3D7_1431700 protein,Pf3D7_14_v3: 1247030 - 1247950 (+),"60S ribosomal protein L14, putative",0,1247030,ribosome,0,0,0.1,0.1,0,0,0.35,0.39,0.48,10,0,0,0,0,0.455679484,0,0
PF3D7_0415900,PF3D7_0415900 protein,Pf3D7_04_v3: 697918 - 698768 (-),"60S ribosomal protein L15, putative",0,501722,ribosome,0,0,1.9,0.1,0,0,0.31,0.53,0.49,12,0,0,0,-4.247927513,0.660513534,0,0
PF3D7_1351400,PF3D7_1351400 protein,Pf3D7_13_v3: 2052108 - 2053384 (+),"60S ribosomal protein L17, putative",0,873128,ribosome,0,0,0.1,0.1,0,0,0.3,0.46,0.44,10,0,0,0,0,0.552541023,0,0
PF3D7_1341300,PF3D7_1341300 protein,Pf3D7_13_v3: 1636556 - 1637833 (+),"60S ribosomal protein L18-2, putative",0,1288680,ribosome,0,0,0.1,0.1,0,0,0.24,0.39,0.39,10,0,0,0,0,0.700439718,0,0
PF3D7_1341200,PF3D7_1341200 protein,Pf3D7_13_v3: 1633860 - 1634530 (-),"60S ribosomal protein L18, putative",0,1290706,ribosome,0,0,13.2,0.1,0,0,0.36,0.51,0.48,12,0,0,0,-7.044394119,0.415037499,0,0
PF3D7_0614500,RPL19,Pf3D7_06_v3: 606142 - 607259 (-),60S ribosomal protein L19 (RPL19),0,607259,ribosome,0,0,0.1,4.8,0,0,0.24,0.41,0.36,10,0,0,0,5.584962501,0.584962501,0,0
PF3D7_0516900,RPL2,Pf3D7_05_v3: 712762 - 713772 (-),60S ribosomal protein L2 (RPL2),0,629785,ribosome,0,0,0.1,0.1,0,0,0.38,0.4,0.44,10,0,0,0,0,0.211504105,0,0
PF3D7_1426000,RPL21,Pf3D7_14_v3: 1016133 - 1016618 (-),60S ribosomal protein L21 (RPL21),0,1016618,ribosome,0,0,0.1,0.1,0,0,0.31,0.54,0.45,12,0,0,0,0,0.537656786,0,0
PF3D7_0821700,PF3D7_0821700 protein,Pf3D7_08_v3: 973586 - 974267 (+),"60S ribosomal protein L22, putative",0,499219,ribosome,0,0,0.1,0.1,0,0,0.22,0.55,0.47,12,0,0,0,0,1.095157233,0,0
PF3D7_1323400,RPL23,Pf3D7_13_v3: 971847 - 973036 (-),60S ribosomal protein L23 (RPL23),0,973036,ribosome,0,0,0.1,0.1,0,0,0.21,0.46,0.42,10,0,0,0,0,1,0,0
PF3D7_1331800,PF3D7_1331800 protein,Pf3D7_13_v3: 1324012 - 1324802 (+),"60S ribosomal protein L23, putative",0,1324012,ribosome,0,0,5.3,0.1,0,0,0.27,0.35,0.38,10,0,0,0,-5.727920455,0.493040011,0,0
PF3D7_1309100,PF3D7_1309100 protein,Pf3D7_13_v3: 418820 - 420121 (+),"60S ribosomal protein L24, putative",0,418820,ribosome,0,0,0.1,0.1,0,0,0.31,0.42,0.51,10,0,0,0,0,0.718229032,0,0
PF3D7_0312800,PF3D7_0312800 protein,Pf3D7_03_v3: 534239 - 535238 (+),"60S ribosomal protein L26, putative",0,533732,ribosome,0,0,0.1,0.1,0,0,0.23,0.37,0.39,10,0,0,0,0,0.761840263,0,0
PF3D7_1460700,RPL27,Pf3D7_14_v3: 2475501 - 2476473 (-),60S ribosomal protein L27 (RPL27),0,815463,ribosome,0,0,0.1,8.4,0,0,0.31,0.41,0.39,10,0,0,0,6.392317423,0.331205908,0,0
PF3D7_0618300,PF3D7_0618300 protein,Pf3D7_06_v3: 768792 - 769456 (+),"60S ribosomal protein L27a, putative",0,649450,ribosome,0,0,0.1,0.1,0,0,0.32,0.41,0.44,10,0,0,0,0,0.459431619,0,0
PF3D7_1142500,RPL28,Pf3D7_11_v3: 1705696 - 1706573 (-),60S ribosomal protein L28 (RPL28),0,331767,ribosome,0,0,0.1,0.1,0,0,0.27,0.5,0.5,12,0,0,0,0,0.888968688,0,0
PF3D7_1460300,PF3D7_1460300 protein,Pf3D7_14_v3: 2459214 - 2459964 (-),"60S ribosomal protein L29, putative",0,831972,ribosome,0,0,1.5,15.3,0,0,0.26,0.43,0.37,10,0,0,0,3.350497247,0.509013647,0,0
PF3D7_1027800,RPL3,Pf3D7_10_v3: 1153271 - 1154431 (-),60S ribosomal protein L3 (RPL3),0,533225,ribosome,0,0,1.7,0.1,0,0,0.37,0.55,0.55,11,0,0,0,-4.087462841,0.571906348,0,0
PF3D7_1019400,PF3D7_1019400 protein,Pf3D7_10_v3: 786503 - 787008 (+),"60S ribosomal protein L30e, putative",0,786503,ribosome,0,0,0.1,0.1,0,0,0.26,0.45,0.37,10,0,0,0,0,0.509013647,0,0
PF3D7_0503800,RPL31,Pf3D7_05_v3: 151422 - 152384 (-),60S ribosomal protein L31 (RPL31),0,152384,ribosome,0,0,0.1,0.1,0,0,0.28,0.61,0.34,12,0,0,0,0,0.280107919,0,0
PF3D7_0903900,RPL32,Pf3D7_09_v3: 185821 - 186383 (+),60S ribosomal protein L32 (RPL32),0,185821,ribosome,0,0,2.5,0.1,0,0,0.33,0.52,0.45,12,0,0,0,-4.64385619,0.447458977,0,0
PF3D7_0710600,RPL34,Pf3D7_07_v3: 478468 - 479138 (-),60S ribosomal protein L34 (RPL34),0,479138,ribosome,0,0,11.2,0.1,0,0,0.4,0.48,0.53,12,0,0,0,-6.807354922,0.40599236,0,0
PF3D7_1124900,PF3D7_1124900 protein,Pf3D7_11_v3: 981945 - 983086 (+),"60S ribosomal protein L35, putative",0,981945,ribosome,0,0,0.1,0.1,0,0,0.22,0.42,0.4,10,0,0,0,0,0.862496476,0,0
PF3D7_1142600,PF3D7_1142600 protein,Pf3D7_11_v3: 1708066 - 1708679 (-),"60S ribosomal protein L35ae, putative",0,329661,ribosome,0,0,0.1,0.1,0,0,0.42,0.49,0.39,12,0,0,0,0,-0.106915204,0,0
PF3D7_1109900,RPL36,Pf3D7_11_v3: 397124 - 397775 (+),60S ribosomal protein L36 (RPL36),0,397124,ribosome,0,0,0.1,0.1,0,0,0.33,0.45,0.51,10,0,0,0,0,0.628031223,0,0
PF3D7_0706400,RPL37,Pf3D7_07_v3: 306855 - 307133 (-),60S ribosomal protein L37 (RPL37),0,307133,ribosome,0,0,0.1,0.1,0,0,0.31,0.35,0.45,10,0,0,0,0,0.537656786,0,0
PF3D7_0210100,PF3D7_0210100.1 protein,Pf3D7_02_v3: 412275 - 412859 (+),"60S ribosomal protein L37ae, putative",0,412275,ribosome,0,0,0.1,9.2,0,0,0.21,0.43,0.38,10,0,0,0,6.523561956,0.855610091,0,0
PF3D7_1130100,RPL38,Pf3D7_11_v3: 1163094 - 1163357 (-),60S ribosomal protein L38 (RPL38),0,874983,ribosome,0,0,0.1,0.1,0,0,0.32,0.43,0.36,10,0,0,0,0,0.169925001,0,0
PF3D7_0611700,RPL39,Pf3D7_06_v3: 488579 - 489287 (-),60S ribosomal protein L39 (RPL39),0,489287,ribosome,0,0,1.2,3.8,0,0,0.23,0.46,0.54,12,0,0,0,1.662965013,1.231325546,0,0
PF3D7_0507100,RPL4,Pf3D7_05_v3: 294668 - 295903 (-),60S ribosomal protein L4 (RPL4),0,295903,ribosome,0,0,0.1,0.1,0,0,0.45,0.5,0.61,11,0,0,0,0,0.438884241,0,0
PF3D7_1144300,RPL41,Pf3D7_11_v3: 1759257 - 1759922 (-),60S ribosomal protein L41 (RPL41),0,278418,ribosome,0,0,0.1,2.9,0,0,0.26,0.23,0.36,10,0,0,0,4.857980995,0.469485283,0,0
PF3D7_0304400,RPL44,Pf3D7_03_v3: 217941 - 218489 (+),60S ribosomal protein L44 (RPL44),0,217941,ribosome,0,0,0.1,0.1,0,0,0.27,0.43,0.39,10,0,0,0,0,0.530514717,0,0
PF3D7_1424100,PF3D7_1424100 protein,Pf3D7_14_v3: 973853 - 975543 (-),"60S ribosomal protein L5, putative",0,975543,ribosome,0,0,0.1,0.1,0,0,0.33,0.58,0.48,12,0,0,0,0,0.540568381,0,0
PF3D7_1338200,PF3D7_1338200 protein,Pf3D7_13_v3: 1545070 - 1545735 (-),"60S ribosomal protein L6-2, putative",0,1379501,ribosome,0,0,2.5,0.1,0,0,0.37,0.41,0.51,10,0,0,0,-4.64385619,0.462971976,0,0
PF3D7_1323100,PF3D7_1323100 protein,Pf3D7_13_v3: 965486 - 966280 (-),"60S ribosomal protein L6, putative",0,966280,ribosome,0,0,0.1,0.1,0,0,0.33,0.45,0.48,10,0,0,0,0,0.540568381,0,0
PF3D7_1354600,PF3D7_1354600 protein,Pf3D7_13_v3: 2176308 - 2177272 (-),"60S ribosomal protein L7-2, putative",0,747964,ribosome,0,0,0.1,34.3,0,0,0.28,0.42,0.39,10,0,0,0,8.422064766,0.478047297,0,0
PF3D7_1424400,PF3D7_1424400 protein,Pf3D7_14_v3: 977908 - 979166 (+),"60S ribosomal protein L7-3, putative",0,977908,ribosome,0,0,0.1,0.1,0,0,0.26,0.44,0.42,10,0,0,0,0,0.691877705,0,0
PF3D7_0307200,PF3D7_0307200 protein,Pf3D7_03_v3: 314976 - 316236 (-),"60S ribosomal protein L7, putative",0,316236,ribosome,0,0,0.1,0.1,0,0,0.25,0.33,0.35,10,0,0,0,0,0.485426827,0,0
PF3D7_0419800,PF3D7_0419800 protein,Pf3D7_04_v3: 874811 - 875521 (-),"60S ribosomal protein L7ae/L30e, putative",secretoryPathway,324969,ribosome,0,0,0.1,4.3,0,0,0.33,0.48,0.51,12,0,0,0,5.426264755,0.628031223,0,0
PF3D7_1130200,PfP0,Pf3D7_11_v3: 1165221 - 1166171 (+),60S ribosomal protein P0 (PfP0),0,873119,ribosome,0,0,0.1,0.1,0,0,0.36,0.59,0.57,11,0,0,0,0,0.662965013,0,0
PF3D7_0506100,PF3D7_0506100 protein,Pf3D7_05_v3: 257748 - 258831 (-),"60S ribosomal subunit protein L24-2, putative",0,258831,ribosome,0,0,0.1,3.7,0,0,0.32,0.48,0.4,10,0,0,0,5.209453366,0.321928095,0,0
PF3D7_1129500,PF3D7_1129500 protein,Pf3D7_11_v3: 1141486 - 1143910 (+),"A/G-specific adenine glycosylase, putative",0,896854,other,0,0,0.1,0.1,0,0,0.32,0.52,0.52,12,0,0,0,0,0.700439718,0,0
PF3D7_0711000,Cdc48,Pf3D7_07_v3: 487281 - 490970 (-),"AAA family ATPase, CDC48 subfamily (Cdc48)",apicoplast,490970,other,0,0,0.1,0.1,0,0,0.53,0.62,0.46,11,0,0,0,0,-0.204358499,0,0
PF3D7_0407900,PF3D7_0407900 protein,Pf3D7_04_v3: 391347 - 393350 (-),"AAA family ATPase, putative",0,393350,other,0,0,0.1,0.1,0,0,0.36,0.52,0.45,12,0,0,0,0,0.321928095,0,0
PF3D7_0707400,PF3D7_0707400 protein,Pf3D7_07_v3: 343912 - 345903 (+),"AAA family ATPase, putative",0,343912,other,0,0,0.1,0.1,0,0,0.39,0.66,0.59,11,0,0,0,0,0.59724083,0,0
PF3D7_0803500,PF3D7_0803500 protein,Pf3D7_08_v3: 217888 - 222291 (+),"AAA family ATPase, putative",secretoryPathway,217888,other,0,0,0.1,0.1,0,0,0.27,0.45,0.46,10,0,0,0,0,0.768674454,0,0
PF3D7_0806000,PF3D7_0806000 protein,Pf3D7_08_v3: 326215 - 330004 (-),"AAA family ATPase, putative",0,330004,other,0,0,0.1,0.1,0,0,0.33,0.5,0.45,12,0,0,0,0,0.447458977,0,0
PF3D7_1139500,PF3D7_1139500.1 protein,Pf3D7_11_v3: 1576132 - 1578978 (-),"AAA family ATPase, putative",0,459362,other,0,0,0.1,0.1,0,0,0.42,0.5,0.43,12,0,0,0,0,0.033947332,0,0
PF3D7_1412700,PF3D7_1412700 protein,Pf3D7_14_v3: 512363 - 516022 (+),"AAA family ATPase, putative",0,512363,other,0,0,0.1,0.1,0,0,0.3,0.56,0.49,12,0,0,0,0,0.707819249,0,0
PF3D7_1305400,PF3D7_1305400 protein,Pf3D7_13_v3: 268785 - 270737 (-),"AAR2 protein, putative",0,270737,other,0,0,0.1,0.1,0,0,0.34,0.49,0.46,12,0,0,0,0,0.436099115,0,0
PF3D7_1145500,ABCB3,Pf3D7_11_v3: 1807359 - 1810130 (+),"ABC transporter B family member 3, putative (ABCB3)",intergralMembrane,230981,other,0,0,0.1,0.1,0,0,0.39,0.57,0.57,11,0,0,0,0,0.547487795,0,0
PF3D7_0302600,ABCB4,Pf3D7_03_v3: 141556 - 145653 (+),"ABC transporter B family member 4, putative (ABCB4)",intergralMembrane,141556,other,0,0,0.1,0.1,0,0,0.42,0.42,0.48,10,0,0,0,0,0.192645078,0,0
PF3D7_1339900,ABCB5,Pf3D7_13_v3: 1598401 - 1601178 (+),"ABC transporter B family member 5, putative (ABCB5)",exported,1326835,other,0,0,0.1,0.1,0,0,0.42,0.53,0.48,12,0,0,0,0,0.192645078,0,0
PF3D7_1352100,ABCB6,Pf3D7_13_v3: 2076078 - 2079227 (-),"ABC transporter B family member 6, putative (ABCB6)",intergralMembrane,846009,other,0,0,0.1,0.1,0,0,0.35,0.48,0.49,12,0,0,0,0,0.485426827,0,0
PF3D7_1209900,ABCB7,Pf3D7_12_v3: 448772 - 451339 (-),"ABC transporter B family member 7, putative (ABCB7)",intergralMembrane,451339,other,0,0,0.1,0.1,0,0,0.34,0.53,0.45,12,0,0,0,0,0.404390255,0,0
PF3D7_1368200,ABCE1,Pf3D7_13_v3: 2713463 - 2715436 (-),"ABC transporter E family member 1, putative (ABCE1)",0,209800,other,0,0,0.1,0.1,0,0,0.48,0.68,0.55,11,0,0,0,0,0.196397213,0,0
PF3D7_0813700,ABCF1,Pf3D7_08_v3: 671157 - 675416 (-),"ABC transporter F family member 1, putative (ABCF1)",secretoryPathway,675416,other,0,0,0.1,0.1,0,0,0.34,0.52,0.53,12,0,0,0,0,0.640457613,0,0
PF3D7_1426500,ABCG2,Pf3D7_14_v3: 1027966 - 1029948 (-),ABC transporter G family member 2 (ABCG2),intergralMembrane,1029948,other,0,0,0.1,0.1,0,0,0.39,0.77,0.58,11,0,0,0,0,0.572578776,0,0
PF3D7_0319700,ABCI3,Pf3D7_03_v3: 820708 - 830802 (+),"ABC transporter I family member 1, putative (ABCI3)",intergralMembrane,247263,other,0,0,0.1,0.1,0,0,0.28,0.47,0.52,12,0,0,0,0,0.893084796,0,0
PF3D7_0810200,ABCK1,Pf3D7_08_v3: 521187 - 524009 (+),"ABC1 family, putative (ABCK1)",0,521187,other,0,0,0.1,0.1,0,0,0.33,0.56,0.45,12,0,0,0,0,0.447458977,0,0
PF3D7_1244300,PF3D7_1244300 snoRNA,Pf3D7_12_v3: 1857849 - 1858090 (+),ACEA small nucleolar RNA U3,nucleus,413645,snoRNA,0,0,0.1,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0
PF3D7_1450900,PF3D7_1450900 protein,Pf3D7_14_v3: 2083231 - 2084665 (+),"acetyl-CoA acetyltransferase, putative",0,1208705,other,0,0,0.1,0.1,0,0,0.35,0.58,0.43,12,0,0,0,0,0.296981738,0,0
PF3D7_0627800,ACS,Pf3D7_06_v3: 1114544 - 1117537 (-),"acetyl-CoA synthetase, putative (ACS)",0,300705,other,0,0,0.1,0.1,0,0,0.39,0.44,0.53,12,0,0,0,0,0.442518236,0,0
PF3D7_1036800,PF3D7_1036800 protein,Pf3D7_10_v3: 1448692 - 1451646 (-),"acetyl-CoA transporter, putative",intergralMembrane,236010,other,0,0,0.1,0.1,0,0,0.32,0.48,0.49,12,0,0,0,0,0.614709844,0,0
PF3D7_1323300,PF3D7_1323300 protein,Pf3D7_13_v3: 970278 - 971336 (+),"acetyltransferase, GNAT family, putative",0,970278,other,0,0,0.1,0.1,0,0,0.29,0.56,0.5,12,0,0,0,0,0.785875195,0,0
PF3D7_0805400,PF3D7_0805400 protein,Pf3D7_08_v3: 303370 - 304596 (-),"acetyltransferase, putative",0,304596,other,0,0,0.1,0.1,0,0,0.26,0.47,0.41,10,0,0,0,0,0.657112286,0,0
PF3D7_1441600,PF3D7_1441600 protein,Pf3D7_14_v3: 1696304 - 1698013 (-),"acid cluster protein 33 homologue, putative",0,1593923,other,0,0,0.1,0.1,0,0,0.3,0.49,0.44,12,0,0,0,0,0.552541023,0,0
PF3D7_1430300,PF3D7_1430300 protein,Pf3D7_14_v3: 1191946 - 1199919 (-),"acid phosphatase, putative",0,1199919,other,0,0,0.1,0.1,0,0,0.43,0.56,0.54,11,0,0,0,0,0.328622747,0,0
PF3D7_1342100,IRP,Pf3D7_13_v3: 1657442 - 1660171 (+),aconitate hydratase (IRP),0,1267794,other,0,0,0.1,0.1,0,0,0.25,0.52,0.53,12,0,0,0,0,1.084064265,0,0
PF3D7_1246200,ACT1,Pf3D7_12_v3: 1920784 - 1921914 (+),actin I (ACT1),0,350710,other,0,0,0.1,0.1,0,0,0.45,0.55,0.54,11,0,0,0,0,0.263034406,0,0
PF3D7_1412500,ACT2,Pf3D7_14_v3: 507360 - 508868 (+),actin II (ACT2),0,507360,other,0,0,0.1,0.1,0,0,0.41,0.5,0.58,11,0,0,0,0,0.500428991,0,0
PF3D7_0503400,ADF1,Pf3D7_05_v3: 140710 - 141471 (+),actin-depolymerizing factor 1 (ADF1),0,140710,other,0,0,3.9,0.1,0,0,0.35,0.39,0.42,10,0,0,0,-5.285402219,0.263034406,0,0
PF3D7_1361400,ADF2,Pf3D7_13_v3: 2464135 - 2464718 (-),actin-depolymerizing factor 2 (ADF2),0,460518,other,0,0,0.1,0.1,0,0,0.42,0.5,0.48,12,0,0,0,0,0.192645078,0,0
PF3D7_1110700,ALP1,Pf3D7_11_v3: 428362 - 430047 (+),"actin-like protein, putative (ALP1)",0,428362,other,0,0,0.1,0.1,0,0,0.4,0.56,0.47,12,0,0,0,0,0.232660757,0,0
PF3D7_1103600,ALP2a,Pf3D7_11_v3: 156614 - 158113 (+),"actin-like protein, putative (ALP2a)",0,156614,other,0,0,0.1,0.1,0,0,0.5,0.54,0.52,12,0,0,0,0,0.056583528,0,0
PF3D7_0505200,ALP2b,Pf3D7_05_v3: 230695 - 232392 (+),"actin-like protein, putative (ALP2b)",0,230695,other,0,0,0.1,0.1,0,0,0.32,0.54,0.52,12,0,0,0,0,0.700439718,0,0
PF3D7_0728200,ALP3,Pf3D7_07_v3: 1211657 - 1213517 (+),"actin-like protein, putative (ALP3)",secretoryPathway,233550,other,0,0,0.1,0.1,0,0,0.39,0.45,0.53,12,0,0,0,0,0.442518236,0,0
PF3D7_0910700,ALP5a,Pf3D7_09_v3: 491275 - 492906 (+),"actin-like protein, putative (ALP5a)",0,491275,other,0,0,0.1,0.1,0,0,0.47,0.59,0.51,11,0,0,0,0,0.11783649,0,0
